,num bidders,avg rev,avg num med
0,2.0,1.4142135623730951,1.0
1,3.0,3.4641016151377544,2.0
2,4.0,4.0,2.0
3,5.0,4.47213595499958,3.0
4,6.0,4.898979485566356,4.0
5,7.0,5.291502622129181,4.0
6,8.0,5.656854249492381,4.0
7,9.0,6.0,4.0
8,10.0,3.1622776601683795,1.0
9,11.0,6.6332495807108,4.0
10,12.0,6.928203230275509,5.0
11,13.0,7.211102550927978,4.0
12,14.0,7.483314773547883,5.0
13,15.0,7.745966692414834,4.0
14,16.0,8.0,6.0
15,17.0,8.246211251235321,5.0
16,18.0,8.48528137423857,6.0
17,19.0,8.717797887081348,9.0
18,20.0,8.94427190999916,5.0
19,21.0,9.16515138991168,9.0
20,22.0,9.38083151964686,7.0
21,23.0,9.591663046625438,7.0
22,24.0,9.797958971132712,7.0
23,25.0,10.0,6.0
24,26.0,10.198039027185569,6.0
25,27.0,10.392304845413264,8.0
26,28.0,10.583005244258363,4.0
27,29.0,10.770329614269007,9.0
28,30.0,10.954451150103322,7.0
29,31.0,11.135528725660043,8.0
30,32.0,11.313708498984761,6.0
31,33.0,11.489125293076057,4.0
32,34.0,11.661903789690601,7.0
33,35.0,11.832159566199232,8.0
34,36.0,12.0,9.0
35,37.0,12.165525060596439,6.0
36,38.0,12.328828005937952,8.0
37,39.0,12.489995996796797,8.0
38,40.0,12.649110640673518,2.0
39,41.0,12.806248474865697,6.0
40,42.0,12.96148139681572,9.0
41,43.0,13.114877048604,8.0
42,44.0,13.2664991614216,7.0
43,45.0,13.416407864998739,6.0
44,46.0,13.564659966250536,5.0
45,47.0,13.711309200802088,12.0
46,48.0,13.856406460551018,3.0
47,49.0,14.0,12.0
48,50.0,14.142135623730951,9.0
49,51.0,14.2828568570857,12.0
50,52.0,14.422205101855956,16.0
51,53.0,14.560219778561036,8.0
52,54.0,14.696938456699069,8.0
53,55.0,14.832396974191326,10.0
54,56.0,14.966629547095765,12.0
55,57.0,15.0996688705415,9.0
56,58.0,15.231546211727817,8.0
57,59.0,15.362291495737216,3.0
58,60.0,15.491933384829668,4.0
59,61.0,15.620499351813308,11.0
60,62.0,15.748015748023622,6.0
61,63.0,15.874507866387544,3.0
62,64.0,16.0,15.0
63,65.0,16.1245154965971,7.0
64,66.0,16.24807680927192,17.0
65,67.0,16.3707055437449,8.0
66,68.0,16.492422502470642,9.0
67,69.0,16.61324772583615,11.0
68,70.0,16.73320053068151,9.0
69,71.0,16.852299546352718,11.0
70,72.0,16.97056274847714,10.0
71,73.0,17.08800749063506,6.0
72,74.0,17.204650534085253,12.0
73,75.0,17.320508075688775,8.0
74,76.0,17.435595774162696,9.0
75,77.0,17.549928774784245,6.0
76,78.0,17.663521732655695,8.0
77,79.0,17.776388834631177,8.0
78,80.0,17.88854381999832,14.0
79,81.0,18.0,17.0
80,82.0,18.110770276274835,13.0
81,83.0,18.2208671582886,10.0
82,84.0,18.33030277982336,12.0
83,85.0,18.439088914585774,14.0
84,86.0,18.547236990991408,9.0
85,87.0,18.65475810617763,12.0
86,88.0,18.76166303929372,15.0
87,89.0,18.867962264113206,10.0
88,90.0,18.973665961010276,13.0
89,91.0,19.078784028338912,11.0
90,92.0,19.183326093250876,11.0
91,93.0,19.28730152198591,8.0
92,94.0,19.390719429665317,9.0
93,95.0,19.493588689617926,12.0
94,96.0,19.595917942265423,11.0
95,97.0,19.697715603592208,9.0
96,98.0,19.79898987322333,10.0
97,99.0,19.8997487421324,14.0
98,100.0,20.0,10.0
